id,english,tunisian
10162270,Tom claims to be an Infinidash specialist.,توم يقول إنه خبير في إنفيني داش.
10162275,The cost of car ownership is increasing.,تكلفة ملكية السيارة قاعدة تزيد.
10162276,Is gun ownership legal in your country?,هل ملكية السلاح قانونية في بلادك؟
10162277,Did you meet any Canadians on your trip?,قابلت شي كنديين في سفرتك؟
10162289,The perimeter has been breached.,السور تخرق.
10162290,The little flower is green.,الزهرة الصغيرة خضراء.
10162325,Tom hit a couple of home runs.,توم ضرب زوج دُورات.
10162335,Aren't you leaving tomorrow?,ماكش باش تروح غدوة؟
10162438,Tom is at least thirty.,توم على الأقل عمره ثلاثين.
10162486,The boat drifted away.,الفلوكة جرات بعيد.
10162499,Tom makes a stable living.,توم يعيش في استقرار.
10162512,We caught a lucky break.,حصلنا على فرصة زهر.
10162516,Are you allowed to say that?,مسموحلك تقول هكا؟
10162533,"I heard that in many Hispanic countries, it's acceptable to be fashionably late. Is that the same for ambulances?",سمعت اللي في برشا بلدان لاتينية، عادي إنك تجي متأخر شوية على الموضة. هل نفس الشيء ينطبق على سيارات الإسعاف؟
10162582,I like to eat pears.,نحب ناكل النڨاص.
10162598,Tom got injured pretty badly.,توم تصاب إصابة خطيرة برشة.
10162619,"If you want, you can sit in the back.",إذا تحب، تنجم تقعد في الخلف.
10162683,His story sounds convincing.,حكايته تبدو مقنعة.
10162686,I saw beautiful houses.,شفت ديار حلوين.
10162689,Tom expected Mary to be angry.,توم كان متوقع ماري باش تكون معصبة.
10162726,"If they don't kill you, they will exile you.",إذا ما يقتلوكش، باش ينفاوك.
10162754,"What nerve to have shouted: ""Silence!"" answered him his brother.",يا جرأة باش تصيح: &#34;سكوت!&#34; جاوبو خوّه.
10162762,Is it OK for girls to ask boys out on dates?,عادي البنات يطلبوا من الأولاد يخرجوا مع بعضهم؟
10162764,Tom got there on his own.,توم وصل وحدو.
10162769,She's shouting your name.,هي تصيح باسمك.
10162778,I'm just passing by.,أنا كان نعدّي.
10162819,Tom didn't want me there.,توم ما حبش نكون غادي.
10162839,"Oh, how cute.",ياخي شنوّة الزين.
10162840,Is this a question?,هذيka سؤال؟
10162841,Delete this sentence.,مسح هالجملة.
10162846,I sure hope it does.,إن شاء الله يصير.
10162852,"Spanish pronouns may seem complicated, but they quickly stop becoming a big deal.",الضمائر الإسبانية ممكن يبانوا معقدين، أما بسرعة ماعادش يولّوا حاجة كبيرة.
10162896,Tom was suspended from school for talking dirty to a female classmate.,توم توقف من المدرسة خاتر حكى كلام موش باهي مع زميلة في القسم.
10162903,I'm learning so much about life right now.,توا قاعد نتعلم برشا على الحياة.
10162905,My very educated mother just served us noodles.,أمي المثقفة برشة قدمتلنا مقرونة.
10162907,We're not good at maths.,احنا ما نفهموش في الرياضيات.
10162908,This track is a challenge for every mountain biker.,هالمسلك تحدي لكل واحد يركب دراجة جبلية.
10162909,You're such a Karen.,إنتي كيف كارين.
10162910,"No, it wasn't quite like that.",لا، ما كانش هكا بالضبط.
10162911,Children often find rollerblading easier to learn than adults do.,الصغار يلقاو التزلج على العجلات أسهل باش يتعلموه من الكبار.
10162916,Many thanks for the quick response!,برشا شكر على الرد السريع!
10162917,Many thanks for the quick answer!,برشا شكر على الإجابة السريعة!
10162918,When are you going to Tom's?,وقتاش باش تمشي لدار توم؟
10162919,When are you driving to Tom's?,وقتاش باش تسوق لتوم؟
10162927,It was there earlier.,كانت غادي قبل.
10162928,"""Where is it?"" ""It was there earlier.""",&#34;وينو؟&#34; &#34;كان غادي قبل.&#34;
10162929,"""Where has it gone?"" ""It was there earlier.""",&#34;وين مشات؟&#34; &#34;كانت غادي قبل.&#34;
10162930,You've just been in that shop. Why do you want to go back in there?,إنتي توة كنت في الحانوت هذيك. علاش تحب ترجع لهونيك؟
10162931,Here comes the postie carrying a parcel.,هاهو البوسطاجي جاي حامل طرد.
10162932,The house looks unoccupied.,الدار تبان فارغة.
10162933,Where did you have breakfast today?,وين فطرت اليوم؟
10162937,How long has it been since we last saw each other?,قداش من مدة ما شفناش بعضنا؟
10162938,How long is it since we last saw each other?,قداش من وقت ما شفناش بعضنا؟
10162941,Tom sat down and took off his rollerblades.,توم قعد ونحّى الرولربلايدز متاعو.
10162942,Tom sat down and took his rollerblades off.,توم قعد و نزع الباتيناج متاعو.
10162986,They're holding Tom prisoner.,هما محبسين توم.
10162993,It'll take me a day to do that.,باش تاخذلي نهار باش نعمل هكا.
10162995,A woman holding a baby came into the room.,مرة داخلة للغرفة شايلة بيبي.
10163014,Tom was holding a glass of wine.,توم كان شادّ كاس شراب.
10163017,Someone could see us.,ينجم حد يشوفنا.
10163018,That's a boring tie.,هذي كرافاتة مملة.
10163021,Are these drinks complimentary?,هذوما المشروبات بلاش؟
10163022,We'll be serving complimentary drinks.,باش نقدمو مشروبات مجانية.
10163024,They only allow you to visit patients for thirty minutes a day.,هما يسمحولك كان تزور المرضى لمدة ثلاثين دقيقة في النهار.
10163035,You're not holding it quite right.,راك ماشي بيها بالغلط شوية.
10163043,I'm not a human being.,ما نييش بني آدم.
10163062,This is how you should hold your gun.,هكّا لازم تشد الفردة متاعك.
10163063,I asked if anybody had seen Tom.,سألت كان فما حد شاف توم.
10163065,Put everything that you don't want in this box.,حط كل شي ماكش حاشتك بيه في هالصندوق.
10163066,Put everything you don't want in this box.,حط كل شي ماكش حابو في هالصندوق.
10163067,Put everything that you want to throw away in this box.,حط كل شي تحب ترميه في هالصندوق.
10163068,Put everything you want to throw away in this box.,حط كل شي تحب ترميه في هالصندوق.
10163079,My phone is in the bag.,التليفون متاعي في الساك.
10163093,She didn't know George Sand was a woman.,هي ما كانتش تعرف اللي جورج ساند مرأة.
10163099,I can't hold this much longer.,ما نجمش نصبر أكثر من هكا.
10163100,I think it's time to flip the pancakes over.,نحسب وقتها باش نقلبو الكريب.
10163102,Was Tom holding Mary's hand?,كان توم ماسك يد ماري؟
10163103,Didn't you say that you were on a diet?,ما قلتش اللي إنت عامل ريجيم؟
10163104,You aren't allowed to record here.,ماكش مسموح تسجّل هنا.
10163105,This hotel was built three years ago.,هالفندق تبنى من ثلاث سنين.
10163109,Is it true that Tom knows French?,صحيح اللي توم يعرف فرنسي؟
10163114,"Last year, I read more than thirty books.",العام اللي فات، قريت أكثر من ثلاثين كتاب.
10163115,We hope to be able to do this again next year.,نتمناو ننجمو نعاودو هالحاجة العام الجاي.
10163117,I hope we'll be able to do this again next year.,نرجو نعاودو هالحاجة العام الجاي.
10163118,Do you remember how slow the internet used to be?,تتفكر قداش كان الإنترنت بطيء؟
10163136,"Since the lights were off, I couldn't see anything.",خاطر الضو مطفي، ما نجمتش نشوف شي.
10163137,"I don't have any money, so I can't buy anything.",ما عنديش فلوس، ما نجمش نشري شي.
10163139,There are questions to which no one knows the answers.,فمّا أسئلة ما حدّ يعرف الإجابات متاعها.
10163142,"I was afraid of what I might see, so I didn't look.",كنت خايف من شنو نجم نشوف، دونك ما تفرجتش.
10163143,The door won't hold much longer.,الباب ما عادش باش يصمد برشة.
10163144,How's the weather here in the winter?,كيفاش الجو هنا في الشتاء؟
10163151,I can see that you put a lot of thought into this present.,نجم نشوف اللي فكرت برشة في هدية هاذي.
10163157,We're planning to hold a bake sale next Monday.,ناويين نعملو بيع مخبوزات نهار الاثنين الجاي.
10163158,There was a long line in front of the vending machine.,كان فما صف طويل قدام الماكينة اللي تبيع.
10163182,This is something that I've just started doing.,هاذي حاجة بديت نعمل فيها توة.
10163183,This is something I've just started doing.,هاذي حاجة بديت نعمل فيها توة.
10163184,Thanks for feeding the dog every day.,مشكور على إطعام الكلب كل يوم.
